ugCourse,ugSpecialization,jobRole,cgpa,historyofBacklogs,computerLiteracy,problemSolving,TechnicalSkill,ResearchSkill,communicationSkill,interpersonalSkill,teamwork,adaptability,timeManagement,emotionalIntelligence,continousLearning,leadership
BCA,Computer Applications,Systems Analyst,7.0,1.3,7.4,9.3,7.3,1.1,7.6,1.0,7.5,2.6,6.0,9.9,5.0,3.7
BSA,Astrophysics,Intergalactic Diplomat,5.7,10.8,1.7,5.0,3.9,9.9,1.4,8.3,1.0,3.6,3.2,1.6,0.2,9.4
BFA,Sculpture,Animator,5.2,5.1,9.4,1.1,9.0,3.6,6.6,3.9,1.1,5.4,3.5,8.5,2.0,6.6
BA,Economics,Event Planner,6.2,2.1,5.6,5.4,2.8,5.6,7.9,0.1,8.8,7.8,2.4,3.9,1.3,0.2
BSc,Physics,Research Scientist,6.4,4.7,6.8,2.8,8.0,8.4,1.6,0.1,7.3,6.3,7.9,3.1,7.6,3.9
BEd,Special Education,Education Administrator,6.8,13.9,7.9,6.3,8.6,1.0,6.1,4.3,0.4,0.9,0.2,5.1,7.2,5.8
BSc,Physics,Statistician,9.3,8.5,0.4,1.7,2.2,4.5,6.6,8.4,7.7,9.5,2.6,0.7,3.6,2.1
BArch,Landscape Architecture,Construction Manager,8.2,3.5,5.3,3.5,1.2,8.6,0.4,8.2,5.1,0.8,5.5,5.7,7.9,9.9
BA,History,Content Writer,7.9,8.3,2.0,6.6,4.7,1.1,0.9,0.3,8.0,2.2,3.0,6.8,0.5,0.1
BEd,Early Childhood Education,Special Education Teacher,1.1,14.0,2.2,2.5,1.1,0.8,6.5,4.6,6.2,8.0,5.1,3.6,4.2,0.3
BEd,Early Childhood Education,Special Education Teacher,3.1,3.2,7.9,3.1,2.6,6.4,3.3,8.1,5.3,5.0,6.3,0.1,2.0,4.5
BBA,Business Administration,Management Consultant,9.7,11.0,2.0,6.4,2.6,2.9,8.2,7.3,5.1,8.0,1.6,8.5,3.6,6.4
BCA,Information Technology,Cybersecurity Analyst,1.9,9.8,5.2,9.7,8.4,9.0,9.5,1.9,5.0,5.0,9.3,2.7,7.0,8.3
BCA,Computer Applications,Software Developer,4.8,0.0,3.2,9.1,1.7,0.8,4.4,7.2,2.4,3.6,6.1,7.2,4.0,8.6
BA,English Literature,Social Media Manager,10.0,0.8,7.3,9.2,4.9,7.5,2.4,2.1,2.1,0.3,9.3,9.6,1.9,0.6
BEd,Early Childhood Education,School Counselor,4.7,7.0,6.9,0.7,9.2,4.6,8.7,4.1,7.3,7.8,1.8,4.4,0.1,0.1
BBA,International Business,Operations Manager,8.3,11.5,6.1,7.4,8.4,5.0,9.1,4.0,4.9,8.5,3.3,1.1,0.6,4.4
BCA,Information Technology,Software Developer,5.3,5.5,2.7,9.8,6.1,6.5,3.3,0.2,9.2,0.5,3.7,9.0,6.7,6.2
BFA,Painting,Interior Designer,3.5,7.0,4.4,0.8,8.6,4.0,1.5,9.3,6.7,5.2,3.2,7.9,8.7,8.5
BBA,Entrepreneurship,Management Consultant,8.2,3.6,1.1,5.7,3.3,2.1,7.3,1.2,1.9,4.9,9.8,5.7,5.3,6.1
BArch,Interior Design,Historic Preservationist,4.5,7.3,9.4,8.5,9.3,4.2,0.5,6.5,0.4,0.9,5.4,6.0,3.8,3.4
BA,Psychology,Social Media Manager,2.9,9.5,8.8,7.9,6.3,6.7,1.5,0.0,5.0,5.2,4.1,6.5,4.9,10.0
BSA,Space Technology,Intergalactic Diplomat,3.1,10.7,5.5,9.8,6.6,3.9,8.9,4.2,5.0,6.4,2.6,9.9,5.5,6.8
BBA,International Business,Supply Chain Manager,4.3,14.8,4.0,8.5,9.5,1.5,1.8,7.0,2.5,6.2,4.5,6.6,3.9,5.5
BArch,Urban Planning,Architect,5.9,3.7,4.0,7.1,0.9,9.2,7.4,6.6,0.6,5.1,0.4,8.3,9.8,7.5
BCA,Computer Applications,Software Developer,2.5,12.2,2.8,5.9,3.2,1.0,2.3,3.0,9.6,6.9,7.7,3.9,0.9,2.1
BSc,Mathematics,Forensic Scientist,6.3,9.0,5.4,2.5,0.1,8.5,9.9,8.3,6.6,5.1,3.1,2.6,7.3,0.7
BSA,Space Engineering,Exoplanetary Geologist,9.1,10.0,3.1,2.8,1.8,1.9,3.2,8.8,3.5,8.9,4.7,5.9,7.6,2.6
BEd,Secondary Education,Education Consultant,8.9,11.3,6.4,7.8,1.0,1.1,7.8,7.3,5.9,5.4,1.8,4.4,3.4,9.9
BE or BTech,Mechanical Engineering,Aerospace Engineer,2.5,10.7,4.6,4.0,9.6,8.9,9.3,8.7,3.4,8.4,1.9,9.4,6.3,2.2
BE or BTech,Computer Science,Robotics Engineer,5.3,2.2,7.6,9.3,7.7,3.8,6.7,0.4,0.2,0.8,9.6,7.2,8.0,6.4
BA,Economics,Social Media Manager,9.0,1.4,1.0,1.7,2.2,2.7,9.9,5.3,0.9,10.0,6.3,2.8,1.1,4.5
BEd,Early Childhood Education,Education Administrator,3.1,13.5,7.3,8.3,6.4,3.1,5.2,4.5,8.0,7.8,1.4,9.9,4.4,7.0
BA,English Literature,Copywriter,6.1,4.6,1.8,2.6,8.0,9.0,2.3,9.4,8.6,7.1,9.4,4.7,2.4,7.8
BBA,Human Resource Management,Business Development Manager,5.3,2.3,6.9,7.9,7.7,6.2,5.2,6.0,6.7,3.9,4.7,8.6,4.8,2.2
BBA,Human Resource Management,Operations Manager,3.5,10.3,9.2,3.2,9.6,0.3,3.9,2.7,3.5,5.2,7.3,0.4,4.7,4.3
BA,History,Human Resources Assistant,8.1,9.0,9.6,6.9,1.1,8.4,7.6,5.0,3.1,8.5,1.3,0.0,0.8,6.4
BE or BTech,Electrical Engineering,Software Engineer,2.3,2.7,7.2,5.5,8.6,3.0,1.8,2.1,8.0,8.4,5.8,6.9,4.9,6.2
BSA,Astrophysics,Intergalactic Diplomat,1.3,7.2,3.2,4.2,1.4,9.1,9.9,0.0,0.7,8.7,8.9,9.8,9.0,7.3
BE or BTech,Civil Engineering,Robotics Engineer,6.9,13.3,1.1,0.4,5.9,9.1,1.0,5.0,5.0,9.6,6.0,3.6,5.5,6.0
BFA,Fine Arts,Art Director,3.4,12.0,3.6,2.3,4.7,5.8,3.0,5.6,2.0,4.5,4.5,7.4,6.7,3.7
BFA,Painting,Art Director,5.6,12.5,6.9,1.5,5.6,2.9,1.7,1.7,6.4,6.9,2.9,9.5,0.6,4.0
BBA,International Business,Financial Analyst,5.1,6.7,4.9,1.6,0.7,0.1,1.9,7.1,5.9,0.2,0.8,1.4,9.1,7.0
BArch,Interior Design,Real Estate Developer,9.0,7.2,4.9,2.8,4.3,4.4,2.4,4.0,5.0,2.3,8.4,9.4,8.4,6.7
BSA,Astronomy,Spacecraft Designer,7.8,10.1,7.2,8.1,5.1,0.5,3.0,1.6,8.2,9.4,1.9,4.6,3.9,3.8
BSA,Space Engineering,Spacecraft Designer,3.4,8.2,1.6,0.9,0.5,3.7,5.3,5.0,6.3,6.3,5.9,2.5,3.3,9.9
BFA,Graphic Design,Interior Designer,6.9,9.4,9.3,3.0,1.0,0.2,0.2,0.3,4.4,7.1,1.4,7.8,7.7,7.5
BA,History,Customer Service Representative,3.6,3.7,9.8,8.9,1.1,5.8,2.9,6.0,6.4,4.4,6.8,4.9,9.8,8.2
BArch,Landscape Architecture,Sustainability Consultant,5.3,1.2,6.7,9.7,9.6,1.5,2.1,2.8,0.1,4.6,7.4,8.1,6.7,3.3
BE or BTech,Civil Engineering,Electrical Engineer,4.8,11.2,6.0,3.1,4.0,6.6,9.5,9.4,4.2,6.0,2.8,8.8,3.2,5.3
BE or BTech,Mechanical Engineering,Biomedical Engineer,4.2,14.4,9.2,3.6,2.5,0.7,5.0,5.4,2.6,4.9,2.8,0.9,8.0,4.9
BFA,Painting,Interior Designer,4.9,5.9,2.0,6.3,7.9,4.0,1.4,7.1,2.0,7.0,8.4,7.6,5.3,3.9
BCom,Management,Financial Analyst,7.3,4.6,0.3,6.5,1.3,8.6,1.8,3.6,5.7,3.2,1.7,4.0,2.1,1.3
BCom,Marketing,Business Consultant,8.7,11.8,5.9,6.8,2.9,2.8,4.8,2.6,5.8,3.1,8.1,2.2,7.0,1.3
BA,English Literature,Content Writer,3.4,13.7,4.4,3.4,6.5,7.9,6.8,3.0,7.8,4.8,5.0,0.7,2.8,2.6
BBA,Business Administration,Project Manager,7.4,7.4,5.5,3.6,9.5,6.9,1.4,7.2,1.4,9.4,1.5,8.3,7.7,1.7
BFA,Painting,Multimedia Artist,7.5,12.5,6.3,4.8,8.0,2.2,1.6,7.4,4.1,8.4,2.5,1.7,4.7,9.6
BSA,Space Engineering,Space Artist,1.7,1.2,2.5,3.1,2.5,5.4,6.8,4.9,5.1,6.6,8.8,1.4,0.8,7.4
BFA,Fine Arts,Illustrator,2.8,3.4,8.8,6.5,3.4,3.2,8.7,0.7,5.6,8.6,1.3,9.7,1.5,6.1
BArch,Urban Planning,Construction Manager,3.4,5.9,0.6,4.4,0.6,6.1,8.0,0.3,5.9,8.1,4.7,5.4,1.1,6.3
BCA,Web Development,Database Administrator,6.0,4.0,2.1,4.1,8.1,1.0,2.2,8.3,3.9,9.2,4.5,2.2,7.9,8.8
BEd,Secondary Education,Education Administrator,9.7,14.2,4.8,3.7,8.0,8.2,7.7,4.8,4.4,3.6,1.0,9.0,3.7,0.2
BFA,Graphic Design,Multimedia Artist,2.2,4.0,5.5,1.9,7.8,1.2,3.5,6.9,1.1,3.7,6.0,6.7,10.0,3.1
BCA,Software Engineering,IT Consultant,4.7,9.1,6.8,8.6,9.0,6.4,4.6,2.4,8.3,2.9,9.1,8.1,6.8,9.7
BArch,Interior Design,Historic Preservationist,1.2,0.6,1.7,2.8,1.2,0.6,4.7,3.0,7.5,4.5,3.7,2.5,7.5,7.8
BCA,Computer Applications,IT Consultant,7.7,11.7,2.5,1.5,2.3,5.5,2.6,5.6,9.1,0.1,4.1,5.1,2.6,1.0
BSA,Astrophysics,Space Artist,7.3,14.8,7.5,8.9,2.7,3.5,5.1,7.8,2.3,1.9,8.2,4.4,0.9,0.0
BE or BTech,Electrical Engineering,Electrical Engineer,8.3,13.9,6.1,7.7,1.2,0.1,8.6,3.0,0.6,1.2,4.0,5.8,1.7,9.3
BCA,Computer Applications,Database Administrator,2.1,7.5,1.8,4.0,1.6,7.1,2.0,8.5,4.0,5.9,2.3,7.0,2.4,5.9
BFA,Painting,Illustrator,7.6,13.6,2.3,4.8,1.4,2.6,5.2,7.7,3.2,4.5,0.1,8.8,1.6,0.5
BE or BTech,Mechanical Engineering,Civil Engineer,6.1,7.9,0.8,4.1,6.4,1.2,8.3,6.6,3.6,1.6,5.4,3.5,1.3,5.1
BA,Psychology,Fundraiser,5.8,3.3,0.5,3.9,3.0,5.4,3.2,6.0,8.8,6.4,3.8,4.4,6.2,9.9
BA,English Literature,Copywriter,1.2,3.0,2.8,9.0,1.4,2.9,3.1,7.7,0.9,4.9,8.7,6.4,6.2,5.4
BCA,Computer Applications,Computer Programmer,4.3,5.1,6.1,1.3,3.5,5.5,1.9,6.5,9.1,5.5,7.6,5.5,3.3,6.3
BSc,Chemistry,Lab Technician,9.8,0.8,4.1,6.2,6.1,6.3,3.6,1.1,9.0,9.2,9.1,8.5,0.7,0.3
BE or BTech,Computer Science,Chemical Engineer,1.7,9.8,1.0,4.8,3.8,5.7,8.4,5.9,6.1,9.2,6.6,8.0,8.3,3.9
BE or BTech,Electrical Engineering,Software Engineer,4.5,14.7,9.3,8.8,4.1,9.1,5.2,5.4,1.4,2.1,1.3,8.1,3.9,2.8
BA,History,Content Writer,4.6,4.9,8.8,4.8,6.8,9.3,7.4,4.9,6.5,9.1,1.7,8.1,5.2,3.0
BCA,Software Engineering,Cybersecurity Analyst,2.0,14.0,3.1,7.3,7.7,0.8,4.6,1.8,6.6,4.6,7.6,4.9,5.5,7.6
BE or BTech,Civil Engineering,Automotive Engineer,9.3,0.3,6.8,5.5,7.3,7.2,6.2,7.5,9.4,9.1,7.0,2.9,7.2,3.1
BE or BTech,Electrical Engineering,Chemical Engineer,2.8,10.5,9.6,5.3,4.7,1.2,0.3,8.4,5.5,6.7,4.2,5.1,5.7,5.8
BEd,Special Education,Education Administrator,6.7,11.1,3.9,2.3,2.8,6.0,0.2,1.5,7.4,7.3,0.2,0.3,8.2,4.7
BSA,Space Technology,Astrobiologist,4.5,14.5,9.6,3.8,9.2,6.0,1.9,2.2,0.5,3.1,4.8,9.4,8.8,0.8
BBA,Entrepreneurship,Management Consultant,8.1,13.5,4.9,1.3,7.0,3.6,9.9,4.9,9.5,2.3,7.4,4.0,8.3,4.6
BArch,Landscape Architecture,Landscape Architect,5.4,13.5,8.1,4.4,6.3,3.6,2.9,0.0,5.5,4.8,6.6,4.4,7.4,4.2
BArch,Urban Planning,Real Estate Developer,8.8,14.0,1.6,6.4,7.8,3.7,0.1,9.3,6.1,3.2,6.8,0.3,7.3,3.0
BBA,Human Resource Management,Management Consultant,7.5,7.3,7.7,7.8,0.0,7.6,5.7,1.8,7.8,10.0,3.1,2.1,6.7,9.4
BCA,Web Development,Game Developer,4.4,5.6,1.4,6.1,4.1,4.9,1.9,5.0,1.4,3.9,1.5,2.7,2.7,8.4
BA,History,Copywriter,1.0,12.9,3.8,2.9,0.6,5.0,0.4,6.4,7.6,3.2,0.8,8.7,7.5,4.5
BSc,Biology,Forensic Scientist,8.7,12.6,4.4,3.3,5.2,6.6,8.3,0.1,0.5,9.4,8.7,2.3,5.4,9.5
BSc,Physics,Environmental Scientist,9.9,11.6,9.5,3.0,5.2,0.5,3.8,2.1,8.4,3.4,7.8,9.1,0.1,6.0
BA,History,Social Media Manager,1.2,9.5,6.8,1.8,3.9,5.4,2.5,6.0,6.3,6.4,5.4,4.5,0.3,0.9
BA,Economics,Event Planner,6.0,7.7,7.3,6.9,9.0,5.4,0.1,8.5,8.7,9.6,0.0,0.0,4.9,10.0
BSA,Space Technology,Exoplanetary Geologist,8.8,12.5,3.0,8.7,2.4,9.3,3.5,0.5,6.1,5.3,7.5,2.3,1.8,7.7
BCA,Software Engineering,Web Developer,5.7,2.0,0.4,2.4,6.0,9.6,4.4,6.3,5.9,5.8,9.8,1.0,3.2,8.9
BFA,Graphic Design,Art Teacher,3.4,13.9,8.6,0.9,1.2,1.5,0.6,4.6,6.9,3.3,9.2,8.2,1.8,4.7
BBA,Entrepreneurship,Operations Manager,8.9,12.1,4.6,0.9,5.7,4.8,2.7,4.4,2.8,6.4,9.1,5.7,3.8,8.7
BE or BTech,Mechanical Engineering,Chemical Engineer,1.8,0.3,7.6,4.7,5.6,0.8,7.0,2.3,6.5,3.0,4.0,8.8,0.6,0.8
BArch,Interior Design,Sustainability Consultant,5.5,13.6,9.6,2.9,7.8,5.4,0.4,1.5,4.3,9.4,9.9,1.9,8.8,2.2
BEd,Early Childhood Education,Education Consultant,9.0,11.4,6.1,5.6,1.4,6.2,3.2,0.3,4.9,5.5,0.3,3.2,3.5,1.6
BArch,Urban Planning,Construction Manager,4.1,5.8,3.8,10.0,4.0,2.4,4.9,3.7,3.7,4.2,8.5,5.4,5.7,9.8
BArch,Urban Planning,Urban Planner,7.0,4.5,7.0,6.6,6.7,1.2,0.8,2.8,0.5,9.8,3.3,5.2,5.8,0.6
BA,Economics,Customer Service Representative,6.5,4.1,0.4,7.1,7.1,6.5,2.2,3.2,2.4,3.3,5.5,7.4,3.8,3.5
BSA,Astrophysics,Space Musician,5.0,0.6,7.1,4.3,0.2,1.3,8.1,5.2,0.4,1.2,8.7,7.4,1.5,8.9
BSA,Space Technology,Galactic Historian,1.4,2.6,6.5,4.0,3.5,4.1,8.9,8.2,7.4,1.3,5.7,6.2,3.0,8.9
BA,Economics,Customer Service Representative,5.4,9.1,7.8,1.5,9.7,4.9,4.4,8.1,2.4,7.5,7.8,0.6,0.4,7.9
BArch,Interior Design,Construction Manager,8.2,12.5,4.9,3.4,5.6,7.8,6.9,1.4,4.1,8.8,2.6,9.4,0.3,6.4
BFA,Fine Arts,Animator,5.7,12.4,7.0,3.8,6.6,6.7,4.3,1.3,4.9,8.8,0.0,3.3,4.5,1.0
BArch,Architecture,CAD Technician,9.8,5.8,1.3,9.3,0.2,5.8,2.1,2.3,4.1,6.4,4.6,1.9,0.9,5.2
BCom,Accounting,Accountant,1.9,11.0,3.2,7.2,4.3,6.6,7.1,2.1,5.9,7.4,6.5,0.1,2.7,9.0
BArch,Urban Planning,CAD Technician,3.2,3.6,9.8,3.8,2.5,0.9,3.7,7.6,7.2,0.5,5.5,9.0,0.4,0.2
BSA,Astrophysics,Astro-Ethnographer,9.6,12.1,1.6,4.2,7.0,8.8,9.6,4.2,4.5,8.9,8.0,3.2,5.0,8.4
BBA,Business Administration,Sales Manager,6.8,3.5,3.5,7.6,8.4,7.6,1.9,9.9,9.7,9.8,6.6,8.6,1.9,9.9
BBA,International Business,Project Manager,3.5,1.7,2.9,1.2,4.7,9.6,3.4,6.4,0.3,4.4,8.0,9.7,9.1,9.0
BCom,Finance,Tax Consultant,8.0,7.2,7.2,4.1,1.4,4.5,3.8,5.8,7.4,7.7,3.9,7.7,0.3,7.9
BArch,Architecture,Architect,9.3,1.5,8.0,4.1,0.0,4.1,5.0,7.2,7.0,3.6,4.4,9.1,9.4,4.3
BBA,Business Administration,Sales Manager,6.1,13.3,0.3,0.2,8.6,6.9,6.7,7.3,7.2,5.1,2.7,9.1,7.3,5.1
BE or BTech,Computer Science,Mechanical Engineer,1.4,13.7,7.7,2.8,6.4,8.2,4.5,6.7,4.8,2.7,3.4,8.3,5.2,1.1
BSc,Biology,Statistician,9.1,13.3,2.1,8.7,4.8,7.1,8.1,7.5,2.6,9.1,1.8,1.1,0.9,7.3
BSA,Space Engineering,Astrobiologist,8.9,2.5,8.1,6.8,7.8,8.4,2.4,7.6,9.9,3.2,5.3,0.6,4.5,5.5
BCA,Web Development,Web Developer,9.9,14.2,9.3,2.8,7.0,2.8,4.7,3.6,6.9,0.6,9.0,4.6,3.0,7.7
BEd,Elementary Education,Special Education Teacher,6.9,2.2,6.7,9.9,1.0,5.9,1.9,7.8,5.9,8.0,4.9,4.3,0.2,1.0
BArch,Urban Planning,Interior Designer,8.2,0.0,0.5,0.5,0.7,5.2,4.9,1.8,8.6,6.4,1.1,1.5,0.2,9.3
BBA,Human Resource Management,Human Resources Manager,6.5,4.7,5.7,2.3,4.5,3.4,6.5,7.3,8.5,9.3,2.2,9.8,3.3,7.9
BFA,Graphic Design,Illustrator,6.9,2.2,8.7,10.0,7.8,1.3,1.0,6.8,7.7,9.9,4.0,5.8,3.3,7.2
BA,Economics,Marketing Coordinator,8.1,4.0,5.7,4.7,9.8,8.8,6.8,7.8,7.4,3.8,5.2,9.6,6.3,3.7
BCA,Computer Applications,Network Administrator,1.9,10.5,0.7,3.6,4.0,1.0,8.4,2.8,9.2,8.7,1.9,2.6,2.2,8.3
BCom,Marketing,Tax Consultant,1.4,12.8,8.3,6.9,1.2,5.3,3.1,8.0,7.2,7.5,4.3,5.1,3.2,0.6
BE or BTech,Mechanical Engineering,Aerospace Engineer,1.6,2.8,7.0,5.3,3.8,3.0,4.0,6.2,3.8,1.6,5.9,1.9,1.6,3.8
BArch,Urban Planning,Interior Designer,8.1,5.8,6.2,7.4,3.9,6.3,5.6,7.3,7.5,2.0,2.0,2.5,1.0,6.9
BCA,Software Engineering,Database Administrator,9.8,6.1,3.2,3.1,3.0,6.4,4.2,5.4,0.7,2.4,3.3,3.4,2.1,7.1
BCA,Computer Applications,Software Developer,7.4,6.8,2.6,3.7,1.3,0.5,7.7,2.1,8.3,5.5,5.3,1.0,1.5,7.4
BFA,Graphic Design,Photographer,2.4,5.5,5.3,1.1,7.1,2.0,6.8,0.2,5.7,8.4,3.7,2.6,6.3,0.8
BBA,Entrepreneurship,Marketing Manager,8.1,4.2,7.5,3.6,1.9,7.0,9.5,6.5,5.7,5.7,6.9,1.3,3.3,5.9
BA,Psychology,Human Resources Assistant,3.9,3.3,7.7,2.3,5.4,9.6,9.9,1.9,7.1,4.6,3.6,9.3,7.1,0.2
BEd,Secondary Education,ESL Teacher,8.6,3.0,6.1,3.2,0.7,2.1,2.6,7.5,4.0,4.3,9.1,8.2,7.0,8.9
BE or BTech,Civil Engineering,Robotics Engineer,2.9,14.3,1.5,6.8,4.9,4.2,6.1,3.6,1.8,3.9,8.5,2.8,7.9,7.2
BSA,Astrophysics,Astrobiologist,5.6,7.9,6.2,4.7,1.5,7.3,7.2,8.0,7.9,0.1,0.8,3.7,2.8,7.4
BCom,Finance,Risk Analyst,2.2,5.8,6.9,3.9,7.1,9.1,1.6,1.2,9.2,3.9,2.9,4.7,3.1,9.0
BEd,Secondary Education,School Counselor,5.7,13.2,4.2,8.5,2.0,4.5,3.7,8.2,8.6,5.6,2.5,5.7,0.7,8.2
BArch,Urban Planning,CAD Technician,5.2,7.8,9.2,2.9,0.4,8.0,0.5,5.8,9.4,3.6,0.6,6.1,8.7,2.6
BEd,Elementary Education,School Counselor,3.8,6.8,6.8,8.6,2.9,2.4,6.7,2.1,7.2,7.3,2.2,3.6,2.6,3.8
BBA,Entrepreneurship,Project Manager,7.5,7.9,7.2,9.0,3.3,9.0,4.7,0.5,3.8,2.6,3.1,5.6,8.9,3.4
BCom,Marketing,Sales Executive,7.1,5.8,5.7,6.0,7.9,5.3,1.7,9.8,0.7,3.4,2.4,4.9,1.8,3.4
BEd,Special Education,Teacher,3.8,3.3,3.9,2.2,1.3,3.4,4.4,9.2,1.1,9.7,3.5,0.5,1.4,0.9
BE or BTech,Civil Engineering,Software Engineer,5.3,1.6,7.4,0.1,0.1,1.3,8.7,7.8,9.1,5.2,7.7,9.5,3.2,1.6
BEd,Early Childhood Education,Tutor,7.7,0.9,2.2,7.6,3.4,9.6,8.6,7.0,6.9,7.8,0.3,8.7,7.2,3.0
BSA,Space Engineering,Interstellar Photographer,8.2,0.1,6.5,3.1,8.5,1.8,6.0,0.4,0.5,0.2,6.4,2.1,8.4,7.2
BEd,Elementary Education,Tutor,7.1,14.4,9.5,4.9,9.7,9.5,9.2,7.3,6.8,1.4,0.4,9.2,6.5,0.1
BE or BTech,Computer Science,Robotics Engineer,8.6,11.8,9.2,9.8,3.8,6.2,7.6,8.1,0.7,5.6,0.7,2.0,2.2,9.7
BE or BTech,Electrical Engineering,Electrical Engineer,4.4,14.1,8.7,3.0,7.2,0.7,6.3,2.4,8.8,1.0,4.0,0.5,8.4,1.4
BCA,Web Development,Database Administrator,7.2,3.1,4.8,2.0,9.1,9.9,2.5,7.4,8.7,7.2,4.3,8.0,5.2,0.0
BCom,Marketing,Retail Manager,4.0,6.5,0.3,7.7,9.3,6.5,0.7,4.1,0.9,9.9,1.1,1.7,9.8,5.5
BCA,Information Technology,Cybersecurity Analyst,9.9,1.9,7.4,0.6,7.3,6.0,2.5,7.5,6.3,3.5,6.0,7.7,9.2,9.6
BFA,Fine Arts,Art Teacher,2.4,4.0,1.7,4.6,1.0,9.2,8.6,4.4,4.7,1.2,3.3,0.5,8.6,6.3
BBA,International Business,Marketing Manager,3.2,3.5,8.3,8.3,8.4,8.9,2.8,8.2,9.4,4.6,6.7,7.5,1.9,3.6
BSc,Chemistry,Epidemiologist,4.5,0.3,0.8,8.8,8.3,9.5,2.2,8.8,5.4,5.9,8.8,6.8,5.7,6.9
BArch,Architecture,Landscape Architect,8.8,10.4,1.9,9.6,2.8,7.3,3.0,5.4,0.7,1.5,2.1,10.0,0.6,2.3
BSA,Astrophysics,Interstellar Photographer,9.1,14.6,7.8,1.2,3.2,0.2,0.4,0.7,4.4,0.5,4.0,1.4,1.1,8.7
BCA,Web Development,Cybersecurity Analyst,5.9,11.0,9.8,5.6,8.5,7.6,7.5,2.8,8.3,1.4,6.6,7.5,5.6,8.9
BA,History,Content Writer,8.4,8.0,6.9,5.1,8.1,0.6,8.0,0.6,0.2,5.0,8.0,4.0,9.4,2.9
BFA,Graphic Design,Art Director,9.0,4.2,6.7,0.0,0.4,1.7,9.2,8.0,8.4,3.4,4.3,0.0,1.5,5.8
BE or BTech,Civil Engineering,Robotics Engineer,4.9,5.3,1.0,4.8,9.0,7.2,5.1,1.7,2.7,2.0,4.1,2.7,0.8,1.5
BBA,Entrepreneurship,Marketing Manager,5.6,10.1,4.0,9.4,0.3,10.0,0.3,4.3,7.3,8.4,9.9,7.2,1.0,1.1
BSA,Astronomy,Interstellar Photographer,1.7,7.0,6.5,4.5,5.0,8.8,4.8,0.5,8.2,8.9,2.9,2.4,7.2,6.9
BBA,Entrepreneurship,Project Manager,8.6,2.0,7.2,6.6,1.9,9.1,1.1,8.5,3.3,9.4,3.8,3.2,4.5,7.8
BArch,Urban Planning,Landscape Architect,5.0,12.3,6.2,1.4,1.0,7.1,1.0,7.3,4.7,2.4,8.6,1.6,4.6,0.3
BA,Psychology,Fundraiser,7.1,0.8,4.5,6.7,4.9,0.9,9.8,5.6,6.8,1.8,3.5,0.9,5.7,0.5
BFA,Fine Arts,Film and Video Editor,5.0,14.8,6.1,7.0,4.6,5.8,1.2,3.7,1.2,7.2,0.1,1.5,7.8,4.5
BE or BTech,Civil Engineering,Robotics Engineer,3.4,1.3,4.2,0.1,2.1,9.1,3.9,5.2,4.4,0.4,9.1,6.5,5.3,6.9
BBA,Business Administration,Sales Manager,3.4,8.1,5.0,2.8,8.6,9.0,4.4,8.1,3.5,1.1,9.5,5.2,3.5,0.9
BBA,Business Administration,Supply Chain Manager,6.2,8.2,8.7,10.0,6.2,4.6,1.3,8.3,8.8,7.4,2.7,5.7,5.5,9.3
BSA,Space Engineering,Exoplanetary Geologist,5.5,6.6,0.5,0.1,3.5,9.7,7.3,3.2,8.1,5.7,7.3,4.6,7.3,8.4
BA,English Literature,Journalist,3.4,8.6,5.6,9.1,8.9,1.9,4.0,6.7,9.6,7.0,0.4,2.9,0.5,6.8
BSA,Astrophysics,Intergalactic Diplomat,6.8,10.8,4.6,8.8,8.4,8.2,0.2,7.9,6.5,6.4,7.6,7.6,2.2,9.9
BE or BTech,Computer Science,Mechanical Engineer,5.4,12.4,2.2,6.9,6.6,6.6,0.3,0.5,7.6,1.8,1.5,7.9,8.7,1.7
BEd,Special Education,Special Education Teacher,9.6,7.3,3.9,0.4,2.0,4.6,7.4,8.8,6.6,7.6,8.7,4.7,7.1,9.1
BEd,Secondary Education,Instructional Designer,3.0,14.7,5.4,0.3,0.0,9.8,1.5,9.1,2.8,2.1,3.8,0.7,2.9,3.4
BEd,Early Childhood Education,Education Administrator,5.6,6.8,5.5,7.4,4.7,4.4,8.3,5.2,9.6,1.0,1.0,3.5,3.8,2.1
BBA,Entrepreneurship,Operations Manager,7.1,5.3,7.6,0.3,8.1,0.9,3.7,9.1,0.7,6.9,4.4,6.1,3.0,0.4
BFA,Graphic Design,Graphic Designer,1.6,13.4,2.0,7.9,8.4,4.1,5.0,7.4,8.0,2.4,3.1,4.0,2.8,2.4
BSA,Space Technology,Intergalactic Diplomat,2.5,2.7,2.8,3.4,0.3,8.8,2.3,7.1,3.3,5.0,6.3,2.1,9.0,1.7
BA,Economics,Marketing Coordinator,6.3,3.7,3.4,7.7,4.9,3.7,3.1,4.2,4.8,2.6,8.9,0.2,0.4,7.0
BSA,Astronomy,Space Musician,1.7,11.6,4.3,5.1,1.9,3.2,2.7,4.5,0.4,4.3,4.8,1.9,6.4,8.7
BFA,Painting,Art Director,9.5,6.7,7.5,3.3,0.7,6.6,4.7,2.9,9.4,3.8,9.4,8.8,0.3,2.3
BE or BTech,Civil Engineering,Civil Engineer,2.0,8.7,9.2,1.5,4.9,2.0,4.7,9.5,6.7,6.7,1.6,4.2,4.5,2.8
